,Customer Number,Campaign Period Sales,Historical Sales Volume,Date of First Purchase,Number of Prior Year Transactions,Do Not Direct Mail Solicit,Do Not Email,Do Not Telemarket,Repurchase Method,Last Transaction Channel,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies,Number of Employees,Language,Service Level,Date of Last Transaction,Number of Transactions,Email Available,Buy,Customer_engagement_days,Days_since_last_transaction,Customer_engagement_length,Language_group
618,1721968,0.0,795537.6000000001,2015-05-20,15.0,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-09-05,15,True,0,2450,3437,Short_Term,English
619,1731911,401.84000000000003,1015449.6800000002,1993-09-01,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,11-50,English,Standard,2013-01-25,19,False,1,10381,3295,Mid_Term,English
620,1739732,0.0,239046.780952381,1995-10-15,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-01-11,19,True,0,9607,3675,Mid_Term,English
621,1739784,0.0,1223087.36,1997-03-15,22.0,False,True,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,51-100,English,Standard,2013-10-19,22,True,0,9090,3028,Mid_Term,English
622,1747173,0.0,601209.2914285715,2008-05-10,15.0,False,False,False,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,N,Y,6-10,Unknowm,Premier,2014-09-24,15,True,0,5016,2688,Short_Term,European
625,1756691,171.10476190476192,161522.89523809525,1975-02-01,16.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-05-05,16,True,1,17168,2465,Long-Term,English
628,1757532,275.04761904761904,371314.28571428574,1983-04-15,18.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-04-20,18,False,1,14173,3210,Mid_Term,English
629,1758369,0.0,706268.1600000001,2016-03-31,18.0,True,True,True,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-07-12,18,False,0,2134,3492,Short_Term,English
630,1759294,0.0,1389189.7066666668,1996-05-01,22.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2012-07-05,22,True,0,9408,3499,Mid_Term,English
631,1759386,0.0,111689.6,1995-06-15,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-03-16,19,False,0,9729,3245,Mid_Term,English
632,1760367,0.0,144564.48,1960-01-15,16.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2014-01-04,16,True,0,22664,2951,Long-Term,English
633,1760658,0.0,373018.85714285716,1991-02-15,19.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-03-22,19,True,0,11310,2874,Mid_Term,English
634,1765291,479.3866666666667,782838.4266666668,1993-10-01,23.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2011-12-25,23,True,1,10351,3692,Mid_Term,English
635,1771129,0.0,151353.80000000002,1994-09-01,21.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-12-20,21,False,0,10016,2966,Mid_Term,English
636,1771428,0.0,214095.44,1989-11-01,15.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2014-12-12,15,True,0,11781,2609,Mid_Term,English
637,1775344,0.0,32238.0,2014-08-19,9.0,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-09-07,9,True,0,2724,2705,Short_Term,English
638,1776142,450.19047619047615,683389.1428571427,1977-08-01,23.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2009-11-12,23,True,1,16256,4465,Long-Term,English
639,1776620,0.0,369655.43999999994,2006-06-06,14.0,True,False,True,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,1-5,English,Premier,2011-03-23,14,False,0,5720,3969,Short_Term,English
640,1785136,0.0,736395.6600000001,1992-12-01,21.0,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2013-09-28,21,True,0,10655,3049,Mid_Term,English
641,1785562,196.72000000000003,267539.20000000007,1986-08-01,17.0,True,True,True,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2015-12-11,17,True,1,12969,2245,Mid_Term,English
642,1789016,0.0,374616.0,1983-06-01,22.0,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-07-06,22,True,0,14126,3498,Mid_Term,English
643,1789572,6.571428571428571,9344.571428571428,1966-08-01,18.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2018-07-27,18,True,1,20274,1286,Long-Term,English
644,1791080,119.73333333333332,12931.199999999999,1973-11-01,9.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,N,1-5,Unknowm,Standard,2016-01-06,9,True,1,17625,2219,Long-Term,European
645,1791901,233.27200000000005,289490.552,2001-06-12,17.0,True,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,N,Y,1-5,English,Standard,2013-09-01,17,True,1,7540,3076,Mid_Term,English
646,1800320,0.0,809577.0000000001,1990-06-15,23.0,True,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2014-04-25,23,False,0,11555,2840,Mid_Term,English
648,1801753,179.7904761904762,242717.14285714287,1961-03-01,10.0,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,6-10,English,Standard,2015-03-04,10,True,1,22253,2527,Long-Term,English
649,1803075,0.0,1224100.586666667,1983-09-15,19.0,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,11-50,English,Premier,2012-05-04,19,True,0,14020,3561,Mid_Term,English
650,1803614,42.986666666666665,81244.79999999999,1972-04-15,14.0,False,True,False,AUTO RENEW,AUTO RENEW,N,Y,Y,Y,Y,Y,Y,Y,Y,6-10,English,Premier,2018-01-19,14,True,1,18190,1475,Long-Term,English
651,1804075,160.61333333333332,364271.04,1970-07-15,21.0,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-03-13,21,True,1,18830,2883,Long-Term,English
652,1805881,0.0,506830.6285714286,1984-02-15,16.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-04-10,16,True,0,13867,2855,Mid_Term,English
654,1807984,0.0,184304.64,1988-03-01,14.0,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-08-06,14,True,0,12391,2372,Mid_Term,English
656,1814872,501.8666666666666,361343.99999999994,1993-02-15,8.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2011-09-01,8,False,1,10579,3807,Mid_Term,English
657,1819785,0.0,447758.1333333333,1996-06-01,26.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-04-28,26,True,0,9377,3567,Mid_Term,English
658,1823159,0.0,879290.0000000001,1994-11-15,23.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-07-22,23,True,0,9941,3848,Mid_Term,English
659,1828203,0.0,281192.2285714286,1985-10-15,20.0,False,False,False,NOTICE,MAIL,N,Y,N,N,Y,N,N,N,Y,6-10,English,Standard,2012-10-21,20,True,0,13259,3391,Mid_Term,English
660,1830323,0.0,328999.54285714286,2011-03-30,20.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2012-05-01,20,True,0,3962,3564,Short_Term,English
661,1837570,0.0,437129.14285714284,1988-11-01,24.0,False,False,False,NOTICE,BILLING,Y,Y,N,N,N,N,N,N,Y,6-10,English,Premier,2012-09-28,24,True,0,12146,3414,Mid_Term,English
662,1841928,0.0,2417808.0,1988-03-01,34.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,N,11-50,English,Premier,2013-02-28,34,True,0,12391,3261,Mid_Term,English
663,1843549,0.0,159706.13333333336,1989-03-01,2.0,False,True,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2009-07-11,2,True,0,12026,4589,Mid_Term,English
664,1844574,0.0,95817.6,1990-11-01,12.0,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-03-29,12,True,0,11416,3963,Mid_Term,English
665,1848763,0.0,307022.4,1989-03-01,9.0,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2014-07-17,9,True,0,12026,2757,Mid_Term,English
666,1852577,0.0,25710.666666666668,1990-03-01,7.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-02-24,7,True,0,11661,3631,Mid_Term,English
668,1854094,3131.36,16483479.040000001,1981-04-15,47.0,False,False,False,AUTO RENEW,AUTO RENEW,Y,Y,Y,Y,Y,Y,Y,Y,Y,101-500,Unknowm,Premier,2011-05-21,47,True,1,14903,3910,Long-Term,European
670,1863600,78.98666666666668,37913.600000000006,1991-08-01,20.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2016-06-26,20,True,1,11143,2047,Mid_Term,English
672,1867796,0.0,608319.84,1996-03-15,17.0,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,Y,N,Y,6-10,English,Standard,2010-10-20,17,True,0,9455,4123,Mid_Term,English
675,1868651,0.0,373869.6,1996-03-15,23.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-08-11,23,True,0,9455,2732,Mid_Term,English
676,1868716,0.0,61880.466666666674,2005-10-19,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2016-02-03,19,False,0,5950,2191,Short_Term,English
677,1870893,602.0666666666667,328728.4,2010-09-14,21.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2011-12-13,21,True,1,4159,3704,Short_Term,English
679,1874996,283.5866666666667,168450.48,1994-01-01,9.0,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2010-10-01,9,True,1,10259,4142,Mid_Term,English
680,1877158,0.0,31955.809523809523,1984-10-15,1.0,False,False,False,NOTICE,MAIL,N,N,Y,N,N,N,N,N,Y,6-10,English,Premier,2014-01-08,1,True,0,13624,2947,Mid_Term,English
681,1877251,0.0,57207.42857142857,2006-12-08,15.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2016-07-01,15,True,0,5535,2042,Short_Term,English
682,1877429,0.0,94172.00000000001,1968-05-15,20.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,6-10,English,Standard,2014-08-21,20,True,0,19621,2722,Long-Term,English
683,1879178,1532.6666666666667,965580.0000000001,2008-04-16,10.0,False,False,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,N,101-500,English,Premier,2011-10-29,10,False,1,5040,3749,Short_Term,English
684,1884724,624.2333333333333,1325871.6,1993-02-01,18.0,False,False,False,NOTICE,MAIL,Y,N,N,N,N,N,N,N,Y,51-100,English,Premier,2011-09-13,18,True,1,10593,3795,Mid_Term,English
685,1885377,0.0,110830.72,2004-09-24,24.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2015-02-22,24,True,0,6340,2537,Short_Term,English
686,1888297,364.04,227525.0,1970-02-01,5.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2008-06-30,5,True,1,18994,4965,Long-Term,English
687,1891727,0.0,358198.8571428572,1985-04-15,20.0,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2015-08-14,20,True,0,13442,2364,Mid_Term,English
688,1893250,365.0416666666667,400815.75,1978-03-01,9.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,51-100,English,Standard,2015-06-05,9,False,1,16044,2434,Long-Term,English
689,1894973,485.3333333333334,450389.33333333343,1993-03-15,16.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2011-11-24,16,True,1,10551,3723,Mid_Term,English
690,1895564,0.0,291209.2361904762,1998-03-01,19.0,False,False,False,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-11-27,19,True,0,8739,2624,Mid_Term,English
691,1898497,0.0,135605.33333333334,1991-08-15,16.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-12-12,16,True,0,11129,2974,Mid_Term,English
692,1900309,0.0,531720.8,1993-06-15,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,1-5,English,Premier,2012-12-03,20,True,0,10459,3348,Mid_Term,English
693,1905081,301.0857142857143,117423.42857142858,1975-07-15,15.0,False,False,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-10-16,15,True,1,17004,3396,Long-Term,English
694,1907160,0.0,1143048.0,1990-02-01,6.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,500+,English,Premier,2013-03-12,6,True,0,11689,3249,Mid_Term,English
695,1910600,0.0,263916.0,1997-08-01,10.0,True,True,True,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,1-5,Hindi,Premier,2010-06-24,10,True,0,8951,4241,Mid_Term,Asian
696,1913188,0.0,2063656.1400000004,1986-07-15,23.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,N,Y,101-500,English,Premier,2012-07-22,23,True,0,12986,3482,Mid_Term,English
697,1914639,155.02666666666667,153166.34666666668,2015-11-28,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2014-05-09,19,True,1,2258,2826,Short_Term,English
698,1917061,0.0,288237.6,1996-02-15,21.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-06-04,21,True,0,9484,2800,Mid_Term,English
700,1919008,0.0,592226.25,1998-06-24,9.0,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,Y,N,N,51-100,Portuguese,Standard,2011-01-13,9,True,0,8624,4038,Mid_Term,European
702,1926603,968.7600000000001,1937520.0000000002,1994-07-01,16.0,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,Y,Y,51-100,English,Premier,2010-05-06,16,False,1,10078,4290,Mid_Term,English
704,1935902,0.0,1759381.0000000002,1992-12-25,19.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,101-500,English,Standard,2014-01-01,19,True,0,10631,2954,Mid_Term,English
705,1937050,486.64,576668.3999999999,2009-02-26,15.0,True,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2011-11-18,15,True,1,4724,3729,Short_Term,English
707,1942838,0.0,543890.2857142858,1998-06-15,13.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-03-28,13,False,0,8633,3964,Mid_Term,English
708,1946854,256.34285714285716,644958.6285714287,1975-11-01,17.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-09-01,17,False,1,16895,3076,Long-Term,English
709,1948780,193.26666666666665,296277.8,2006-06-10,21.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,N,Y,1-5,English,Standard,2014-07-14,21,False,1,5716,2760,Short_Term,English
711,1952264,0.0,248242.2857142857,1991-10-15,18.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,6-10,English,Standard,2011-12-08,18,True,0,11068,3709,Mid_Term,English
712,1952277,0.0,45121.37142857143,1978-05-15,6.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2011-12-29,6,True,0,15969,3688,Long-Term,English
713,1959375,0.0,462349.23428571434,1990-10-15,22.0,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-08-19,22,True,0,11433,2724,Mid_Term,English
714,1959970,0.0,244496.0,1989-12-01,8.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2012-12-27,8,True,0,11751,3324,Mid_Term,English
715,1965531,0.0,387710.4,2007-06-23,21.0,True,True,True,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,101-500,English,Premier,2014-05-21,21,True,0,5338,2814,Short_Term,English
716,1966430,0.0,516107.3866666667,1986-10-01,22.0,False,False,False,NOTICE,MAIL,Y,N,N,N,N,N,N,N,Y,1-5,English,Standard,2013-10-03,22,True,0,12908,3044,Mid_Term,English
717,1972164,0.0,193076.57142857142,2004-06-24,9.0,True,True,True,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-11-09,9,True,0,6432,2277,Short_Term,English
718,1973384,0.0,5555.902857142859,2003-02-10,1.0,True,True,True,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-10-22,1,True,0,6932,2295,Mid_Term,English
719,1974245,0.0,464632.89600000007,1988-03-01,12.0,False,True,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2012-04-29,12,False,0,12391,3566,Mid_Term,English
721,1980911,0.0,1614734.407619048,1997-07-01,23.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-07-17,23,True,0,8982,3853,Mid_Term,English
722,1981218,0.0,83368.32,1984-10-01,18.0,False,True,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,Y,N,Y,1-5,English,Premier,2014-01-23,18,True,0,13638,2932,Mid_Term,English
723,1982273,1276.9333333333334,896407.2000000001,1977-07-15,6.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,101-500,English,Standard,2011-07-17,6,True,1,16273,3853,Long-Term,English
724,1986229,0.0,107248.0,1987-06-01,20.0,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2011-03-09,20,True,0,12665,3983,Mid_Term,English
725,1992425,0.0,394236.8000000001,1986-12-01,10.0,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2010-07-29,10,True,0,12847,4206,Mid_Term,English
727,1994954,0.0,457590.0,2010-10-07,15.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-12-30,15,False,0,4136,3321,Short_Term,English
728,1995536,0.0,548377.5,2015-06-01,4.0,False,True,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,N,51-100,English,Standard,2008-01-03,4,True,0,2438,5144,Short_Term,English
729,1999728,412.97142857142853,460876.1142857142,2009-10-28,9.0,False,True,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2010-08-06,9,True,1,4480,4198,Short_Term,English
730,2000414,0.0,566386.0800000001,2001-04-17,4.0,True,True,True,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2009-11-30,4,True,0,7596,4447,Mid_Term,English
731,2001596,0.0,324735.84,2003-11-05,22.0,True,True,True,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-11-01,22,True,0,6664,3380,Mid_Term,English
732,2001686,0.0,333879.04000000004,1995-10-15,23.0,False,False,False,NOTICE,MAIL,Y,N,N,N,N,N,N,N,Y,11-50,English,Premier,2012-07-14,23,True,0,9607,3490,Mid_Term,English
733,2001902,0.0,940498.841904762,1982-04-01,19.0,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2013-08-26,19,True,0,14552,3082,Mid_Term,English
734,2003800,0.0,1188360.0000000002,1995-05-15,25.0,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2012-07-13,25,True,0,9760,3491,Mid_Term,English
736,2004355,0.0,155776.76190476192,2013-03-20,22.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-10-02,22,True,0,3241,3776,Short_Term,English
737,2006183,0.0,523491.4285714286,2008-08-08,18.0,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-08-27,18,True,0,4926,3812,Short_Term,English
738,2006796,0.0,591889.2000000001,1998-02-01,15.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2012-10-02,15,False,0,8767,3410,Mid_Term,English
739,2008986,0.0,1348620.0,2015-04-16,15.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,Unknowm,Standard,2005-06-08,15,True,0,2484,6083,Short_Term,European
740,2011771,0.0,723279.9847619049,2010-04-07,19.0,False,True,False,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,N,N,Y,6-10,Unknowm,Standard,2012-01-07,19,True,0,4319,3679,Short_Term,European
742,2025969,398.4380952380953,970595.2000000001,1994-04-15,21.0,False,True,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2010-11-18,21,True,1,10155,4094,Mid_Term,English
743,2027457,0.0,121413.7142857143,1997-03-15,23.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,6-10,English,Premier,2013-07-09,23,True,0,9090,3130,Mid_Term,English
744,2027472,132.66666666666666,102153.33333333333,1994-10-01,22.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2014-12-24,22,False,1,9986,2597,Mid_Term,English
745,2034001,0.0,2357175.6,2015-05-11,24.0,False,False,False,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,Y,N,Y,51-100,English,Premier,2010-06-23,24,True,0,2459,4242,Short_Term,English
746,2037061,0.0,571116.0,1995-11-01,13.0,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,Italian,Premier,2009-11-26,13,True,0,9590,4451,Mid_Term,European
747,2038757,259.7,392666.39999999997,1966-10-01,18.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2015-10-15,18,True,1,20213,2302,Long-Term,English
748,2041452,0.0,182879.73333333334,1991-11-01,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2015-06-16,20,True,0,11051,2423,Mid_Term,English
749,2043483,0.0,319414.32,1996-02-15,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2012-11-18,19,True,0,9484,3363,Mid_Term,English
753,2049206,184.70400000000004,431653.2480000001,1974-11-01,19.0,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2014-09-19,19,True,1,17260,2693,Long-Term,English
754,2052806,255.63333333333335,188146.13333333336,1967-11-15,16.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,51-100,English,Premier,2015-11-01,16,False,1,19803,2285,Long-Term,English
755,2056201,146.62857142857143,135484.80000000002,1976-11-15,11.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-10-28,11,False,1,16515,2289,Long-Term,English
756,2056904,0.0,171109.12000000002,1996-02-15,21.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2014-04-22,21,False,0,9484,2843,Mid_Term,English
757,2064183,516.4986666666667,167862.0666666667,2009-07-16,25.0,False,False,False,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2013-02-17,25,True,1,4584,3272,Short_Term,English
758,2064765,0.0,231342.5523809524,1987-10-01,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-07-22,19,True,0,12543,2387,Mid_Term,English
759,2066044,0.0,378869.0476190477,1996-08-15,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-11-10,19,True,0,9302,3371,Mid_Term,English
760,2067404,0.0,706275.2000000001,1997-03-15,12.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2013-11-05,12,False,0,9090,3011,Mid_Term,English
761,2070366,0.0,237120.24,1987-01-01,21.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2013-08-05,21,True,0,12816,3103,Mid_Term,English
762,2072229,0.0,163758.4,1997-12-25,20.0,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-10-24,20,True,0,8805,3388,Mid_Term,English
763,2072290,0.0,1265262.8352,1960-06-01,57.0,False,False,False,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,Y,N,Y,1-5,Unknowm,Standard,2013-06-14,57,True,0,22526,3155,Long-Term,European
764,2074199,107.16,319336.8,1965-08-01,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2015-09-11,20,False,1,20639,2336,Long-Term,English
765,2075095,0.0,686810.88,2002-11-13,21.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2011-12-17,21,True,0,7021,3700,Mid_Term,English
766,2076337,0.0,397678.51199999993,1996-05-01,19.0,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2012-05-08,19,True,0,9408,3557,Mid_Term,English
767,2079958,0.0,164645.0,1990-10-15,17.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2014-07-10,17,True,0,11433,2764,Mid_Term,English
768,2080621,0.0,1238268.0000000002,1987-09-01,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2012-08-11,19,False,0,12573,3462,Mid_Term,English
769,2086008,0.0,240051.01714285713,1990-09-01,13.0,False,True,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,6-10,Unknowm,Premier,2015-01-07,13,True,0,11477,2583,Mid_Term,European
770,2086040,0.0,204014.9066666667,1995-12-15,19.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,1-5,English,Standard,2012-02-27,19,True,0,9546,3628,Mid_Term,English
771,2087141,0.0,428341.6,1997-07-01,21.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-10-19,21,True,0,8982,3759,Mid_Term,English
